originalid,originaltraitname,originaltraitdef,standardisedtraitname,standardisedtraitdef,originaltraitvalue,originaltraitunit,originalerrorpos,originalerrorneg,originalerrorunit,standardisedtraitvalue,standardisedtraitunit,interactor1,interactor1stage,interactor1sex,interactor1temp,interactor1tempunit,interactor1growthtemp,interactor1growthtempunit,interactor1acctemp,interactor1acctempunit,interactor1acctempnotes,interactor1acctime,interactor1acctimeunit,interactor1acctimenotes,coordinatetype,latitude,longitude,figuretable,interactor1size,interactor1sizeunit,interactor1sizetype,citation,doi,notes,submittedby,contributoremail,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,3.95,uL h-1,,,,,,Hophlosphyrum griseus,,,7,Celsius,,,7,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,55.96,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,3.95,uL h-1,,,,,,Hophlosphyrum griseus,,,7,Celsius,,,7,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,55.18,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,3.54,uL h-1,,,,,,Hophlosphyrum griseus,,,7,Celsius,,,7,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,55.65,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,3.43,uL h-1,,,,,,Hophlosphyrum griseus,,,7,Celsius,,,7,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,53.07,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,3.86,uL h-1,,,,,,Hophlosphyrum griseus,,,7,Celsius,,,7,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,53.07,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,4.38,uL h-1,,,,,,Hophlosphyrum griseus,,,7,Celsius,,,7,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,52.45,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,3.99,uL h-1,,,,,,Hophlosphyrum griseus,,,7,Celsius,,,7,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,52.06,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,3.56,uL h-1,,,,,,Hophlosphyrum griseus,,,7,Celsius,,,7,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,51.98,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,4.4,uL h-1,,,,,,Hophlosphyrum griseus,,,7,Celsius,,,7,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,50.11,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,3.89,uL h-1,,,,,,Hophlosphyrum griseus,,,7,Celsius,,,7,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,49.61,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,3.41,uL h-1,,,,,,Hophlosphyrum griseus,,,7,Celsius,,,7,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,48.28,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,2.89,uL h-1,,,,,,Hophlosphyrum griseus,,,7,Celsius,,,7,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,47.89,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,3.69,uL h-1,,,,,,Hophlosphyrum griseus,,,7,Celsius,,,7,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,46.76,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,3.35,uL h-1,,,,,,Hophlosphyrum griseus,,,7,Celsius,,,7,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,46.22,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,3.3,uL h-1,,,,,,Hophlosphyrum griseus,,,7,Celsius,,,7,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,45.75,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,3.82,uL h-1,,,,,,Hophlosphyrum griseus,,,7,Celsius,,,7,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,45.28,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,4.04,uL h-1,,,,,,Hophlosphyrum griseus,,,7,Celsius,,,7,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,44.89,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,3.86,uL h-1,,,,,,Hophlosphyrum griseus,,,7,Celsius,,,7,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,45.71,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,3.09,uL h-1,,,,,,Hophlosphyrum griseus,,,7,Celsius,,,7,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,44.07,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,2.53,uL h-1,,,,,,Hophlosphyrum griseus,,,7,Celsius,,,7,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,43.18,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,3.43,uL h-1,,,,,,Hophlosphyrum griseus,,,7,Celsius,,,7,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,43.41,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,3.3,uL h-1,,,,,,Hophlosphyrum griseus,,,7,Celsius,,,7,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,42.47,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,3.41,uL h-1,,,,,,Hophlosphyrum griseus,,,7,Celsius,,,7,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,42.94,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,2.83,uL h-1,,,,,,Hophlosphyrum griseus,,,7,Celsius,,,7,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,41.15,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,2.83,uL h-1,,,,,,Hophlosphyrum griseus,,,7,Celsius,,,7,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,40.37,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,3.56,uL h-1,,,,,,Hophlosphyrum griseus,,,7,Celsius,,,7,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,40.37,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,3.17,uL h-1,,,,,,Hophlosphyrum griseus,,,7,Celsius,,,7,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,40.92,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,2.7,uL h-1,,,,,,Hophlosphyrum griseus,,,7,Celsius,,,7,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,38.58,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,3.56,uL h-1,,,,,,Hophlosphyrum griseus,,,7,Celsius,,,7,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,38.46,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,3.99,uL h-1,,,,,,Hophlosphyrum griseus,,,7,Celsius,,,7,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,39.51,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,3.5,uL h-1,,,,,,Hophlosphyrum griseus,,,7,Celsius,,,7,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,36.12,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,3.11,uL h-1,,,,,,Hophlosphyrum griseus,,,7,Celsius,,,7,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,35.23,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,3.48,uL h-1,,,,,,Hophlosphyrum griseus,,,7,Celsius,,,7,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,34.99,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,2.94,uL h-1,,,,,,Hophlosphyrum griseus,,,7,Celsius,,,7,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,34.29,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,2.89,uL h-1,,,,,,Hophlosphyrum griseus,,,7,Celsius,,,7,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,33.71,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,3.22,uL h-1,,,,,,Hophlosphyrum griseus,,,7,Celsius,,,7,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,34.21,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,3.17,uL h-1,,,,,,Hophlosphyrum griseus,,,7,Celsius,,,7,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,33.43,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,3.35,uL h-1,,,,,,Hophlosphyrum griseus,,,7,Celsius,,,7,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,32.5,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,3.35,uL h-1,,,,,,Hophlosphyrum griseus,,,7,Celsius,,,7,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,32.34,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,3.35,uL h-1,,,,,,Hophlosphyrum griseus,,,7,Celsius,,,7,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,32.65,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,3.43,uL h-1,,,,,,Hophlosphyrum griseus,,,7,Celsius,,,7,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,33.28,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,2.44,uL h-1,,,,,,Hophlosphyrum griseus,,,7,Celsius,,,7,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,32.5,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,2.31,uL h-1,,,,,,Hophlosphyrum griseus,,,7,Celsius,,,7,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,33.2,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,2.09,uL h-1,,,,,,Hophlosphyrum griseus,,,7,Celsius,,,7,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,32.89,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,2.27,uL h-1,,,,,,Hophlosphyrum griseus,,,7,Celsius,,,7,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,31.25,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,2.48,uL h-1,,,,,,Hophlosphyrum griseus,,,7,Celsius,,,7,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,31.02,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,2.7,uL h-1,,,,,,Hophlosphyrum griseus,,,7,Celsius,,,7,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,31.02,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
TS12,metabolic rate (resting),individual O2 consumption rate (standard metabolic rate),,,3,uL h-1,,,,,,Hophlosphyrum griseus,,,7,Celsius,,,7,Celsius,same acclimation and testing temperatures,2,weeks,3 weeks including week not under acclimation temperature,decimal,-33.4,-70.5,figure 1,31.95,mg,wet mass,"Nespolo et al. 2003. Intrapopulational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology. 206.",10.1242/jeb.00687,,Tianle Shao,tianle.shao20@imperial.ac.uk,,,,
